"word","BBC","CNN","FOX","MSNBC"
"ingraba","0","0","1","0"
"forit","0","0","1","0"
"iimi","0","0","1","0"
"miamc","0","0","1","0"
"mﬂ","0","0","1","0"
"ingraémln","0","0","1","0"
"victimhood","0","0","1","0"
"groupthink","0","0","2","0"
"poisons","0","0","2","0"
"thavedm","0","0","1","0"
"f.iume","0","0","1","0"
"v.","0","0","2","0"
"retract","0","0","3","0"
"onderchain","0","0","4","0"
"dimis","0","0","5","0"
"christophy","0","0","5","0"
"X1alirnalin","0","0","1","0"
"colintv","0","0","1","0"
"dadentc","0","0","1","0"
"remand","0","0","1","0"
"caunani","0","0","1","0"
"daadn","0","0","1","0"
"decicn","0","0","1","0"
"trucg","0","0","1","0"
"spear","0","0","1","0"
"bowen","0","0","1","0"
"fireman","0","0","6","0"
"iae","0","0","1","0"
"vwhalie","0","0","1","0"
"nyuol","0","0","1","0"
"barnette","0","0","3","0"
"kaminsky","0","0","2","0"
"bloom","0","0","2","0"
"ex.clinton","0","0","6","0"
"sussmanns","0","0","1","0"
"todaysuffolk","0","0","3","0"
"likley","0","0","3","0"
"rj","0","0","1","0"
"larock","0","0","1","0"
"focal","0","0","2","0"
"fmi","0","0","2","0"
"ratf","0","0","1","0"
"rocnerale","0","0","1","0"
"weer","0","0","1","0"
"envind","0","0","1","0"
"ulivder","0","0","1","0"
"inv","0","0","1","0"
"pinocchios","0","0","1","0"
"mdrning","0","0","1","0"
"recaps","0","0","1","0"
"loundoun","0","0","2","0"
"stumping","0","0","2","0"
"vgl","0","0","1","0"
"inflating","0","0","1","0"
"latimes","0","0","1","0"
"portfolio","0","0","1","0"
"atrisk","2","0","3","0"
"nuns","0","0","2","0"
"sidewalk","0","0","1","0"
"loee","0","0","1","0"
"hoverbikes","0","0","1","0"
"stealataco","0","0","1","0"
"accountabilty","0","0","2","0"
"X122","1","0","1","0"
"crtnareten","0","0","1","0"
"eeeeerr","0","0","1","0"
"ﬂf","0","0","1","0"
"X43_","0","0","1","0"
"getiton","0","0","27","0"
"umu","0","0","1","0"
"stacy","0","0","4","0"
"langton","0","0","4","0"
"entssssnie","0","0","1","0"
"hemmer","0","0","4","0"
"perino","0","0","4","0"
"laser.focused","0","0","1","0"
"smuggler","0","0","7","0"
"green.light","0","0","1","0"
"eari","0","0","1","0"
"erisiira","0","0","1","0"
"wprop","0","0","1","0"
"X77.882.8547","0","0","2","0"
"X77er","0","0","2","0"
"approvalsinks","0","0","1","0"
"X.7.1","0","0","2","0"
"snooping","0","0","25","0"
"snoopiing","0","0","1","0"
"unworkable","0","0","1","0"
"snoopling","0","0","1","0"
"unworkai","0","0","1","0"
"shall","0","0","1","0"
"flto","0","0","1","0"
"waterways","0","0","1","0"
"violencethreats","0","0","1","0"
"X527727","0","0","1","0"
"gariand","0","0","4","0"
"doubied","0","0","1","0"
"uscis","0","0","1","0"
"eerree","0","0","1","0"
"fy","0","0","15","0"
"sw","0","0","1","0"
"X5e","0","0","1","0"
"e77er","0","0","1","0"
"rsl","0","0","1","0"
"arghanistan","11","0","1","0"
"withorawal","0","0","2","0"
"schoolboard","0","0","6","0"
"efeeial","0","0","2","0"
"efeeiil","0","0","1","0"
"weaponization","0","0","4","0"
"gfeos","0","0","1","0"
"rgheil","0","0","1","0"
"efeeiill","0","0","1","0"
"suucezri","0","0","1","0"
"newc","0","0","2","0"
"aaneedemnae","0","0","1","0"
"bdeanrn","0","0","1","0"
"mavie","0","0","2","0"
"cet","0","0","2","0"
"cluinantin","0","0","2","0"
"caneedemnae","0","0","1","0"
"beanrn","0","0","1","0"
"testifie","0","0","4","0"
"peopie","0","0","5","0"
"compagno","0","0","3","0"
"dagen","0","0","2","0"
"nsba","0","0","10","0"
"wnsba","0","0","1","0"
"joh","0","0","1","0"
"X2oy","0","0","1","0"
"X1.","0","0","2","0"
"e277er","0","0","2","0"
"rescind","0","0","3","0"
"lﬂ","0","0","2","0"
"serrer","0","0","3","0"
"salies","0","0","1","0"
"threatsi","0","0","1","0"
"frm","0","0","2","0"
"e277r","0","0","1","0"
"er7er","0","0","1","0"
"pileup","0","0","2","0"
"foxx","0","0","2","0"
"pleup","0","0","1","0"
"X7rer","0","0","1","0"
"fadi","0","0","1","0"
"dalinvectic","0","0","1","0"
"ating","0","0","1","0"
"crunm","0","0","1","0"
"ti.idiat","0","0","4","0"
"dcj","0","0","1","0"
"X1557","0","0","4","0"
"zor","0","0","4","0"
"X5o73","0","0","2","0"
"anyones","0","0","2","0"
"o73","0","0","1","0"
"griled","0","0","2","0"
"nemo","0","0","1","0"
"detaiis","0","0","6","0"
"amiilcv","0","0","1","0"
"fiiima","0","0","1","0"
"iivdidc","0","0","1","0"
"mii","0","0","9","0"
"cipmieifamt","0","0","1","0"
"enenit","0","0","1","0"
"kaan","0","0","1","0"
"kurtural","0","0","1","0"
"viticulture","0","0","1","0"
"gerri","0","0","2","0"
"lasicswr","0","0","1","0"
"dancing","44","0","5","0"
"rywttn2","0","0","1","0"
"eiections","0","0","4","0"
"cum","0","0","1","0"
"shover","0","0","2","0"
"m.ezie","0","0","1","0"
"X52775","0","0","1","0"
"arges","0","0","2","0"
"bal","0","0","1","0"
"dw","0","0","1","0"
"togetherhealth","0","0","1","0"
"pap","0","0","1","0"
"rupert","2","0","1","0"
"murdoch","0","0","2","0"
"houdini","0","0","1","0"
"somehow","0","0","1","0"
"terrieying","0","0","1","0"
"expiration","0","0","1","0"
"nd","2","0","3","0"
"nonlethal","0","0","1","0"
"equip","0","0","1","0"
"tasers","0","0","1","0"
"modernization","0","0","1","0"
"ext","0","0","2","0"
"weapo","0","0","1","0"
"neighbors","0","0","5","0"
"postwar","0","0","3","0"
"void","0","0","9","0"
"extradition","5","0","1","0"
"edson","0","0","4","0"
"journeys","0","0","3","0"
"northward","0","0","1","0"
"villa","0","0","2","0"
"comaltitlani","0","0","1","0"
"sasse","0","0","2","0"
"r.ne","0","0","2","0"
"r.ar","0","0","9","0"
"toure","0","0","1","0"
"passports","139","0","2","0"
"alwave","0","0","4","0"
"reectie","0","0","4","0"
"cuuidden","0","0","4","0"
"breathina","0","0","4","0"
"nrobleme","0","0","4","0"
"X11w","0","0","1","0"
"brookyln","0","0","1","0"
"X.senator","0","0","1","0"
"epidemiology","0","0","5","0"
"X25717","0","0","1","0"
"hyperinfiation","0","0","2","0"
"goingto","0","0","1","0"
"hyperinflation","0","0","1","0"
"zox","0","0","1","0"
"gripeconomy","0","0","1","0"
"peek","0","0","3","0"
"o8","1","0","2","0"
"approvai","0","0","9","0"
"post.wwii","0","0","3","0"
"plummets","0","0","44","0"
"ke","0","0","1","0"
"éé.é","0","0","1","0"
"approvals","0","0","1","0"
"urt","0","0","1","0"
"contribut","0","0","1","0"
"vinathan","0","0","1","0"
"turlet","0","0","1","0"
"coniributor","0","0","1","0"
"aiming","0","0","3","0"
"alaainic","0","0","1","0"
"aiim","0","0","2","0"
"dimnimf","0","0","1","0"
"adddnim","0","0","1","0"
"ndadc","0","0","1","0"
"pavlich","0","0","3","0"
"asman","0","0","5","0"
"ramifications","0","0","3","0"
"tunnel2towersorg","0","0","46","0"
"dojinto","0","0","1","0"
"poltical","0","0","3","0"
"arland","0","0","1","0"
"réarland","0","0","1","0"
"e22","0","0","1","0"
"rm","0","0","3","0"
"do.or.die","0","0","2","0"
"v7","1","0","4","0"
"X47h","0","0","3","0"
"bondi","0","0","3","0"
"murphw","0","0","1","0"
"defamatory","0","0","1","0"
"criminalize","0","0","5","0"
"a_","0","0","1","0"
"sesen","0","0","1","0"
"leftists","0","0","8","0"
"adlfocuses","0","0","1","0"
"costume","0","0","3","0"
"radicalism","0","0","1","0"
"nemciice","0","0","1","0"
"dmimmi","0","0","1","0"
"dmi","0","0","1","0"
"iimati","0","0","1","0"
"mimna","0","0","1","0"
"wenjian","0","0","5","0"
"adrivalent","0","0","28","0"
"ents","0","0","1","0"
"r.tn","0","0","22","0"
"hampered","1","0","2","0"
"coac","0","0","1","0"
"hounds","0","0","1","0"
"i.ni","0","0","1","0"
"ighi","0","0","1","0"
"marcelo","0","0","1","0"
"ebrard","0","0","1","0"
"comaltitlan","0","0","1","0"
"magma","2","0","1","0"
"spooky","0","0","6","0"
"toss","0","0","1","0"
"creepy","0","0","5","0"
"uncovering","0","0","2","0"
"demon","0","0","1","0"
"startling","0","0","1","0"
"paranormal","0","0","3","0"
"livengood","0","0","1","0"
"rantz","0","0","23","0"
"voicing","0","0","1","0"
"buzz","0","0","4","0"
"lightyear","0","0","1","0"
"pitt","0","0","1","0"
"enthused","0","0","2","0"
"throng","0","0","1","0"
"strugg","0","0","1","0"
"wrker","0","0","1","0"
"capitalnews","0","0","1","0"
"darren","0","0","2","0"
"beattie","0","0","2","0"
"revolver","0","0","2","0"
"ftin","0","0","1","0"
"tlie","0","0","2","0"
"fyxaa","0","0","1","0"
"marlow","0","0","3","0"
"breitbart","0","0","2","0"
"sofia","0","0","1","0"
"saliva","0","0","1","0"
"disabled","0","0","3","0"
"X7.year.old","0","0","10","0"
"a17.2772","0","0","1","0"
"tvwdeil","0","0","1","0"
"aﬁ","0","0","1","0"
"paygrade","0","0","1","0"
"slumps","0","0","2","0"
"tonew","0","0","2","0"
"kayleigh","0","0","17","0"
"mcenany","0","0","18","0"
"X.2.2","0","0","2","0"
"filming","0","0","6","0"
"fold","3","0","2","0"
"manc","0","0","1","0"
"hin","0","0","1","0"
"bsses","0","0","1","0"
"greedy","0","0","3","0"
"dystopic","0","0","1","0"
"fﬂu","0","0","1","0"
"adl","0","0","1","0"
"ulessee","0","0","1","0"
"globalist","0","0","1","0"
"anténio","2","0","1","0"
"X5sse","0","0","1","0"
"occasional","0","0","3","0"
"pains","0","0","3","0"
"trespassing","0","0","1","0"
"affidavits","0","0","1","0"
"ight","20","0","1","0"
"condolences","0","0","1","0"
"mismanaging","0","0","1","0"
"bre","1","0","1","0"
"onight","0","0","2","0"
"habits","0","0","6","0"
"moniit","0","0","1","0"
"confused","0","0","11","0"
"beseaebr","0","0","1","0"
"pampered","0","0","3","0"
"ateronn","0","0","1","0"
"colluded","0","0","4","0"
"kamalas","0","0","14","0"
"foodand","0","0","1","0"
"mccauliffe","0","0","1","0"
"geragos","0","0","5","0"
"vve","0","0","1","0"
"dur","0","0","2","0"
"cliehts","0","0","1","0"
"robbers","0","0","9","0"
"swoons","0","0","5","0"
"hooters","0","0","2","0"
"trump.roasted","0","0","2","0"
"democrats.run","0","0","10","0"
"wjudge","0","0","12","0"
"legalanalyst","0","0","2","0"
"maltz","0","0","4","0"
"adin","0","0","4","0"
"adalu","0","0","2","0"
"jini1aiiniin","0","0","4","0"
"arop","0","0","3","0"
"fsecond","0","0","3","0"
"sunshine","1","0","4","0"
"fbreaking","0","0","3","0"
"fthe","0","0","6","0"
"fdems","0","0","3","0"
"sprang","0","0","6","0"
"doys","0","0","2","0"
"right.handed","0","0","6","0"
"lecture","0","0","14","0"
"wih","0","0","7","0"
"left.handed","0","0","2","0"
"lefties","0","0","2","0"
"ftrump","0","0","6","0"
"flcovid","0","0","4","0"
"surprised","0","0","6","0"
"endanger","0","0","5","0"
"sweapons","0","0","1","0"
"dans","0","0","3","0"
"about.face","0","0","6","0"
"probiems","0","0","1","0"
"forgets","0","0","1","0"
"tf","0","0","2","0"
"tignhts","0","0","13","0"
"cri","0","0","1","0"
"vinal","0","0","1","0"
"listings","0","0","23","0"
"qo","1","0","15","0"
"reloom","0","0","2","0"
"meersl","0","0","1","0"
"meees","0","0","1","0"
"shorts","0","0","2","0"
"egalanayst","0","0","1","0"
"adaldu","0","0","1","0"
"eeyol","0","0","1","0"
"ittt","0","0","3","0"
"trei","0","0","6","0"
"egy","0","0","3","0"
"ticed","0","0","1","0"
"sipel","0","0","1","0"
"desantislooks","0","0","1","0"
"kafifi","0","0","1","0"
"pampere","0","0","1","0"
"tanking","0","0","4","0"
"curt","0","0","1","0"
"schilling","0","0","1","0"
"tiicriy","0","0","1","0"
"gre","0","0","1","0"
"overtaking","0","0","1","0"
"gz","0","0","1","0"
"ustice","0","0","1","0"
"titanium","0","0","2","0"
"jeriae","0","0","1","0"
"colombias","0","0","1","0"
"coppef","0","0","1","0"
"yetto","0","0","1","0"
"non.circulating","0","0","2","0"
"rges","0","0","1","0"
"ussr","0","0","7","0"
"ctor","0","0","1","0"
"rybelsusq","0","0","1","0"
"letyy","0","0","1","0"
"irined","0","0","1","0"
"mujiva","0","0","1","0"
"jabs","235","0","3","0"
"fnljabs","0","0","1","0"
"rsnl","0","0","1","0"
"reprisal","0","0","4","0"
"bygone","0","0","2","0"
"daysas","0","0","1","0"
"inpact","0","0","1","0"
"X_m","1","0","1","0"
"mcgregor","0","0","8","0"
"erox","0","0","1","0"
"univeroiit","0","0","1","0"
"inurif","0","0","1","0"
"caruvliina","0","0","1","0"
"crafel","0","0","1","0"
"rill","0","0","3","0"
"instagramoldrowofficial","0","0","1","0"
"X17.car","0","0","1","0"
"pile.up","0","0","1","0"
"oulivber","0","0","1","0"
"boaters","0","0","2","0"
"sainsils","0","0","1","0"
"sissstve","0","0","1","0"
"prevagen","0","0","4","0"
"nonverbal","0","0","1","0"
"enl","0","0","2","0"
"specialneeds","0","0","1","0"
"fght","0","0","1","0"
"tuuay","0","0","2","0"
"X1oofm","0","0","2","0"
"ransas","0","0","1","0"
"mve","0","0","1","0"
"cinnamon.sugar","0","0","1","0"
"apples","1","0","1","0"
"wiinivnim","0","0","1","0"
"bettes","0","0","1","0"
"bounces","0","0","1","0"
"stew","0","0","5","0"
"leonards","0","0","3","0"
"desaliltis","0","0","1","0"
"ladbuk","0","0","1","0"
"vefakiivieing","0","0","1","0"
"eurtsre","0","0","1","0"
"sarttsl","0","0","1","0"
"grenell","0","0","12","0"
"nunes","0","0","7","0"
"devin","0","0","4","0"
"X118795","0","0","2","0"
"X435o","0","0","2","0"
"X1o2121","0","0","2","0"
"X1day","0","0","2","0"
"dwac1o7o3","0","0","2","0"
"djiao21","0","0","2","0"
"pmidcap4ooo11","0","0","2","0"
"businessconsumer","0","0","2","0"
"nex","0","0","2","0"
"mornings","0","0","1","0"
"eik","0","0","1","0"
"battlin","0","0","1","0"
"kurtz","0","0","5","0"
"leche","0","0","1","0"
"moraan","0","0","1","0"
"questioners","0","0","1","0"
"softfocus","0","0","1","0"
"pounce","0","0","1","0"
"cavutos","0","0","1","0"
"olin","0","0","1","0"
"sattles","0","0","1","0"
"separating","0","0","1","0"
"behar","0","0","2","0"
"mccains","0","0","2","0"
"X.meghanmccain","0","0","1","0"
"non.woke","0","0","1","0"
"ducation","0","0","1","0"
"mexicotous","0","0","1","0"
"mcauliffeyoungkin","0","0","1","0"
"vnctlm","0","0","1","0"
"tended","0","0","1","0"
"lcso","0","0","1","0"
"undates","0","0","1","0"
"lettertowh","0","0","1","0"
"rrh","0","0","1","0"
"tsba","0","0","1","0"
"drag.racing","0","0","1","0"
"pecos","0","0","1","0"
"egun","0","0","1","0"
"finn","0","0","13","0"
"sonllir","0","0","1","0"
"tous","0","0","1","0"
"X55772","0","0","1","0"
"baldowin","0","0","1","0"
"sweetow","0","0","2","0"
"lx.l","0","0","1","0"
"ﬁcrewconcerned","0","0","1","0"
"domesitc","0","0","1","0"
"terorrism","0","0","1","0"
"moneyguide","0","0","5","0"
"reproduced","0","0","5","0"
"once.weekly","0","0","44","0"
"giiweed","0","0","1","0"
"f5ilkes","0","0","1","0"
"saysit","0","0","1","0"
"vng","0","0","3","0"
"tial","0","0","1","0"
"X.bidentownhall","0","0","5","0"
"seconis","0","0","1","0"
"ogs","0","0","1","0"
"trimmed","0","0","1","0"
"revamp","0","0","2","0"
"clarified","0","0","4","0"
"X614","0","0","1","0"
"pmpt","0","0","1","0"
"X1_","0","0","1","0"
"notherapy","0","0","1","0"
"dylan","0","0","1","0"
"lindberg","0","0","1","0"
"mariad","0","0","1","0"
"alongside","0","0","5","0"
"skirt","0","0","3","0"
"resignations","0","0","15","0"
"zorc","0","0","1","0"
"freedomworks","0","0","4","0"
"edu","0","0","2","0"
"e77e7","0","0","1","0"
"petitolaundrie","0","0","4","0"
"lyyl","0","0","1","0"
"got.aways","0","0","1","0"
"villareal","0","0","1","0"
"grande","0","0","10","0"
"amicdanitc","0","0","2","0"
"eniaalinteder","0","0","1","0"
"didins","0","0","1","0"
"giiwerther","0","0","1","0"
"giiwerted","0","0","1","0"
"entries","1","0","2","0"
"X1o2921","0","0","2","0"
"tc","0","0","3","0"
"yc","0","0","1","0"
"gallery","0","0","1","0"
"iisbii","0","0","1","0"
"off.set","0","0","1","0"
"stored","0","0","4","0"
"rits","0","0","1","0"
"awesome","0","0","1","0"
"saphier","0","0","11","0"
"much.needed","0","0","1","0"
"tha","0","0","1","0"
"alla","0","0","1","0"
"etter","0","0","1","0"
"themto","0","0","1","0"
"b2","1","0","2","0"
"tapachula","0","0","2","0"
"iee","0","0","1","0"
"marland","0","0","1","0"
"yeox","0","0","2","0"
"ihr","0","0","1","0"
"vvvvvvvvv","0","0","2","0"
"serial","0","0","2","0"
"ebll","0","0","1","0"
"shannan","0","0","1","0"
"kingpin","0","0","1","0"
"theglobel","0","0","1","0"
"X2ook","0","0","4","0"
"monopolies","0","0","1","0"
"valuable","0","0","5","0"
"in.america","0","0","4","0"
"ashcroft","0","0","4","0"
"onsunday","0","0","1","0"
"reestablish","0","0","4","0"
"jirs","0","0","1","0"
"figi","0","0","1","0"
"ashoroft","0","0","1","0"
"anerca","0","0","2","0"
"kide","0","0","1","0"
"wotild","0","0","1","0"
"fooled","0","0","1","0"
"ecstatic","0","0","2","0"
"purrs","0","0","2","0"
"totters","0","0","2","0"
"hallway","0","0","2","0"
"iess.e","0","0","1","0"
"self.awareness","0","0","2","0"
"historians","0","0","3","0"
"ro.n","0","0","1","0"
"xeo","0","0","1","0"
"dillon","0","0","8","0"
"babylon","0","0","11","0"
"offended","0","0","6","0"
"funny","0","0","2","0"
"son.in.law","0","0","3","0"
"deranged","0","0","1","0"
"nehls","0","0","2","0"
"byrd","0","0","2","0"
"carelessly","0","0","2","0"
"never.ending","0","0","6","0"
"yoperi","0","0","1","0"
"z22","0","0","6","0"
"X.qﬂ","0","0","1","0"
"out.of.control","0","0","2","0"
"villains","0","0","2","0"
"glaring","0","0","6","0"
"X.qﬁ","0","0","1","0"
"X.eﬁ","0","0","1","0"
"shouts","0","0","2","0"
"kisses","0","0","1","0"
"awkwardly","0","0","2","0"
"embarrassing","0","0","1","0"
"eidct","0","0","4","0"
"deactinan","0","0","1","0"
"iiiiimc","0","0","1","0"
"emraddaccimp","0","0","1","0"
"incoherent","0","0","3","0"
"maii","0","0","1","0"
"supplv","0","0","1","0"
"lm.","0","0","1","0"
"ingrah","0","0","1","0"
"excuses","0","0","11","0"
"X852","0","0","1","0"
"fearmonger","0","0","4","0"
"nlh","0","0","4","0"
"taydavidc","0","0","1","0"
"ikln","0","0","1","0"
"cliinia","0","0","1","0"
"comer","0","0","5","0"
"amedia","0","0","1","0"
"lei","0","0","3","0"
"dih","0","0","1","0"
"fniid","0","0","1","0"
"iid","0","0","4","0"
"ifi","0","0","1","0"
"paim","0","0","2","0"
"inictianl","0","0","1","0"
"nil","0","0","1","0"
"anmitc","0","0","2","0"
"tinm","0","0","1","0"
"imiimp","0","0","1","0"
"iniaatilland","0","0","1","0"
"alberta","0","0","1","0"
"obey","0","0","14","0"
"artur","0","0","2","0"
"pawlowski","0","0","2","0"
"adullam","0","0","1","0"
"dissenters","0","0","1","0"
"sim","0","0","1","0"
"sornan","0","0","1","0"
"correspondence","0","0","5","0"
"correspondenc","0","0","3","0"
"keating","0","0","1","0"
"ipad","0","0","2","0"
"beams","0","0","1","0"
"groom","0","0","1","0"
"groin","0","0","1","0"
"sheep","0","0","2","0"
"shepherds","0","0","1","0"
"thief","0","0","3","0"
"vandals","0","0","5","0"
"gun.wielding","0","0","1","0"
"robber","0","0","3","0"
"X937nv","0","0","1","0"
"wart","0","0","1","0"
"romantic","0","0","2","0"
"wartime","0","0","3","0"
"nartime","0","0","1","0"
"humility","0","0","1","0"
"fverv","0","0","1","0"
"otir","0","0","2","0"
"familv","0","0","2","0"
"kwanzaa","0","0","1","0"
"votlire","0","0","1","0"
"fearless","0","0","23","0"
"leaderhip","0","0","1","0"
"great.grandmother","0","0","2","0"
"savages","0","0","2","0"
"wrnng","0","0","1","0"
"wanting","0","0","3","0"
"mmmmmmmmmm","0","0","1","0"
"treasurer","0","0","10","0"
"snooper.in.chief","0","0","2","0"
"X.25o","0","0","8","0"
"keyword","0","0","8","0"
"dpuretalk","0","0","2","0"
"starbuck","0","0","1","0"
"simonetti","0","0","1","0"
"X.m","0","0","7","0"
"cahaly","0","0","2","0"
"trafalgar","0","0","2","0"
"uci","0","0","1","0"
"scheller","0","0","34","0"
"orden","0","0","4","0"
"miitadv","0","0","3","0"
"runncc","0","0","3","0"
"aiﬁi","0","0","3","0"
"apimi.a","0","0","3","0"
"tdnﬂdc","0","0","3","0"
"lueaitu","0","0","3","0"
"superspreaders","0","0","2","0"
"micciiip.","0","0","2","0"
"i.iﬁnl","0","0","3","0"
"ididcddiaiid","0","0","2","0"
"tlic","0","0","5","0"
"iiihim","0","0","3","0"
"iad","0","0","4","0"
"kint","0","0","3","0"
"X1c","0","0","2","0"
"chiee","0","0","4","0"
"toyo","0","0","1","0"
"X.4","0","0","3","0"
"flation","0","0","1","0"
"households","5","0","3","0"
"pon","0","0","1","0"
"orke","0","0","1","0"
"corres","0","0","1","0"
"ebt","0","0","1","0"
"afeected","0","0","1","0"
"squishing","0","0","1","0"
"squash","0","0","1","0"
"elephant","0","0","2","0"
"smashes","0","0","1","0"
"pumpkins","0","0","5","0"
"stop.motion","0","0","1","0"
"animation","0","0","1","0"
"inn","0","0","5","0"
"motorcyclist","1","0","2","0"
"robot","0","0","4","0"
"ptsa","0","0","2","0"
"compass","0","0","6","0"
"pstolassoc","0","0","1","0"
"mow","0","0","1","0"
"grass","0","0","2","0"
"needy","0","0","1","0"
"a.pet.treat","0","0","1","0"
"pantry","0","0","3","0"
"court.packing","0","0","2","0"
"gohmert","0","0","7","0"
"court.martial","0","0","2","0"
"viewpoints","0","0","2","0"
"oiee","0","0","1","0"
"dictates","0","0","3","0"
"wreck","0","0","6","0"
"ungranr","0","0","1","0"
"economﬂ","0","0","1","0"
"wllﬂkl","0","0","1","0"
"safetﬂlf","0","0","1","0"
"overlords","0","0","2","0"
"X65522","0","0","2","0"
"wrecking","0","0","2","0"
"eeokiller","0","0","4","0"
"oant7a1.qeq2a","0","0","4","0"
"parentst","0","0","1","0"
"za","0","0","1","0"
"i.ieiiid","0","0","1","0"
